thematic_code,thematic_title,code_type_referentiel,rome_code,rome_title
016,Métiers de l'ingénierie,7,M1805,Études et développement informatique
016,Métiers de l'ingénierie,7,M1806,Conseil et maîtrise d'ouvrage en systèmes d'information
016,Métiers de l'ingénierie,7,M1808,Information géographique
016,Métiers de l'ingénierie,7,M1809,Information météorologique
016,Métiers de l'ingénierie,7,M1810,Production et exploitation de systèmes d'information
016,Métiers de l'ingénierie,7,N1301,Conception et organisation de la chaîne logistique
016,Métiers de l'ingénierie,7,N2102,Pilotage et navigation technique aérienne
017,Métiers accessibles sans diplôme et sans expérience,7,A1401,Aide agricole de production fruitière ou viticole
017,Métiers accessibles sans diplôme et sans expérience,7,A1402,Aide agricole de production légumière ou végétale
017,Métiers accessibles sans diplôme et sans expérience,7,A1403,Aide d'élevage agricole et aquacole
017,Métiers accessibles sans diplôme et sans expérience,7,A1412,Fabrication et affinage de fromages
017,Métiers accessibles sans diplôme et sans expérience,7,A1413,Fermentation de boissons alcoolisées
017,Métiers accessibles sans diplôme et sans expérience,7,D1105,Poissonnerie
017,Métiers accessibles sans diplôme et sans expérience,7,D1205,Nettoyage d'articles textiles ou cuirs
017,Métiers accessibles sans diplôme et sans expérience,7,D1403,Relation commerciale auprès de particuliers
017,Métiers accessibles sans diplôme et sans expérience,7,D1501,Animation de vente
017,Métiers accessibles sans diplôme et sans expérience,7,D1505,Personnel de caisse
017,Métiers accessibles sans diplôme et sans expérience,7,D1507,Mise en rayon libre-service
017,Métiers accessibles sans diplôme et sans expérience,7,E1202,Production en laboratoire cinématographique
017,Métiers accessibles sans diplôme et sans expérience,7,E1203,Production en laboratoire photographique
017,Métiers accessibles sans diplôme et sans expérience,7,E1304,Façonnage et routage
017,Métiers accessibles sans diplôme et sans expérience,7,F1704,Préparation du gros oeuvre et des travaux publics
017,Métiers accessibles sans diplôme et sans expérience,7,F1706,Préfabrication en béton industriel
017,Métiers accessibles sans diplôme et sans expérience,7,G1206,Personnel technique des jeux
017,Métiers accessibles sans diplôme et sans expérience,7,G1501,Personnel d'étage
017,Métiers accessibles sans diplôme et sans expérience,7,G1603,Personnel polyvalent en restauration
017,Métiers accessibles sans diplôme et sans expérience,7,G1604,Fabrication de crêpes ou pizzas
017,Métiers accessibles sans diplôme et sans expérience,7,G1605,Plonge en restauration
017,Métiers accessibles sans diplôme et sans expérience,7,G1702,Personnel du hall
017,Métiers accessibles sans diplôme et sans expérience,7,G1801,"Café, bar brasserie"
017,Métiers accessibles sans diplôme et sans expérience,7,H2101,Abattage et découpe des viandes
017,Métiers accessibles sans diplôme et sans expérience,7,H2604,Montage de produits électriques et électroniques
017,Métiers accessibles sans diplôme et sans expérience,7,H2605,Montage et câblage électronique
017,Métiers accessibles sans diplôme et sans expérience,7,H2803,Façonnage et émaillage en industrie céramique
017,Métiers accessibles sans diplôme et sans expérience,7,H2905,Conduite d'équipement de formage et découpage des matériaux
017,Métiers accessibles sans diplôme et sans expérience,7,H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique
017,Métiers accessibles sans diplôme et sans expérience,7,H2909,Montage-assemblage mécanique
017,Métiers accessibles sans diplôme et sans expérience,7,H3302,"Opérations manuelles d'assemblage, tri ou emballage"
017,Métiers accessibles sans diplôme et sans expérience,7,H3303,"Préparation de matières et produits industriels (broyage, mélange, ...)"
017,Métiers accessibles sans diplôme et sans expérience,7,H3402,Conduite de traitement par dépôt de surface
017,Métiers accessibles sans diplôme et sans expérience,7,I1201,Entretien d'affichage et mobilier urbain
017,Métiers accessibles sans diplôme et sans expérience,7,I1501,Intervention en grande hauteur
017,Métiers accessibles sans diplôme et sans expérience,7,K1302,Assistance auprès d'adultes
017,Métiers accessibles sans diplôme et sans expérience,7,K1303,Assistance auprès d'enfants
017,Métiers accessibles sans diplôme et sans expérience,7,K1304,Services domestiques
017,Métiers accessibles sans diplôme et sans expérience,7,K1701,Personnel de la Défense
017,Métiers accessibles sans diplôme et sans expérience,7,K2201,Blanchisserie industrielle
017,Métiers accessibles sans diplôme et sans expérience,7,K2202,Lavage de vitres
017,Métiers accessibles sans diplôme et sans expérience,7,K2204,Nettoyage de locaux
017,Métiers accessibles sans diplôme et sans expérience,7,K2303,Nettoyage des espaces urbains
017,Métiers accessibles sans diplôme et sans expérience,7,K2304,Revalorisation de produits industriels
017,Métiers accessibles sans diplôme et sans expérience,7,K2501,Gardiennage de locaux
017,Métiers accessibles sans diplôme et sans expérience,7,M1401,Conduite d'enquêtes
017,Métiers accessibles sans diplôme et sans expérience,7,M1601,Accueil et renseignements
017,Métiers accessibles sans diplôme et sans expérience,7,M1603,Distribution de documents
017,Métiers accessibles sans diplôme et sans expérience,7,M1606,Saisie de données
017,Métiers accessibles sans diplôme et sans expérience,7,N1101,Conduite d'engins de déplacement des charges
017,Métiers accessibles sans diplôme et sans expérience,7,N1102,Déménagement
017,Métiers accessibles sans diplôme et sans expérience,7,N1103,Magasinage et préparation de commandes
017,Métiers accessibles sans diplôme et sans expérience,7,N1104,Manoeuvre et conduite d'engins lourds de manutention
017,Métiers accessibles sans diplôme et sans expérience,7,N1105,Manutention manuelle de charges
017,Métiers accessibles sans diplôme et sans expérience,7,N2203,Exploitation des pistes aéroportuaires
017,Métiers accessibles sans diplôme et sans expérience,7,N3203,Manutention portuaire
017,Métiers accessibles sans diplôme et sans expérience,7,N4101,Conduite de transport de marchandises sur longue distance
017,Métiers accessibles sans diplôme et sans expérience,7,N4102,Conduite de transport de particuliers
017,Métiers accessibles sans diplôme et sans expérience,7,N4103,Conduite de transport en commun sur route
017,Métiers accessibles sans diplôme et sans expérience,7,N4104,Courses et livraisons express
017,Métiers accessibles sans diplôme et sans expérience,7,N4105,Conduite et livraison par tournées sur courte distance
